LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow,JT1
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,13,156.4,103.81,3,4.51,19.5,0.639386189
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,14,150.2,108.1,3,4.51,22.5,0.665778961
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,15,149.78,108.4,3,4.51,18.5,0.667645881
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,16,150.57,107.83,3,4.51,19.5,0.664142924
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,17,164.57,98.66,3,4.51,23.25,0.607644164
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,18,155.21,104.61,3,4.51,35.5,0.644288383
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,19,152.54,106.44,3,4.51,37.5,0.655565753
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,20,171.43,94.71,3,4.51,41.75,0.583328472
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,21,167.59,96.88,3,4.51,69,0.596694314
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,22,149.64,108.5,3,4.51,104,0.668270516
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,23,129.01,125.85,1,4.51,89.25,0.775133711
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,24,129.01,125.85,1,4.51,109.5,0.775133711
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,25,129.01,125.85,1,4.51,137,0.775133711
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,26,129.01,125.85,1,4.51,180,0.775133711
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,27,159.83,101.58,1,4.51,208.5,0.625664769
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,28,190.65,85.16,1,4.51,266.5,0.524521374
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,29,190.65,85.16,1,4.51,309,0.524521374
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,30,159.98,101.49,1,4.51,310.5,0.625078135
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,31,176.27,92.11,1,4.51,322.5,0.567311511
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,32,176.27,92.11,1,4.51,332.5,0.567311511
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,33,249.63,65.04,1,4.51,303,0.400592877
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,34,249.63,65.04,1,4.51,287,0.400592877
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,35,179.05,90.68,1,4.51,223.5,0.558503211
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,36,191.37,84.84,1,4.51,223.75,0.522547944
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,37,171.37,94.74,1,4.51,222.25,0.583532707
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,38,151.36,107.27,1,4.51,191.5,0.660676533
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,39,163.74,99.16,1,4.51,179.5,0.610724319
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,40,134.03,121.14,1,4.51,164,0.746101619
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,41,145.04,111.94,1,4.51,174.5,0.689464975
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,42,146.18,111.07,1,4.51,164.5,0.684088111
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,43,148.45,109.37,1,4.51,163.5,0.673627484
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,44,150.72,107.72,1,4.51,151.5,0.663481953
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,45,150.72,107.72,1,4.51,154.5,0.663481953
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,46,149.39,108.68,1,4.51,171,0.669388848
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,47,149.39,108.68,1,4.51,157.5,0.669388848
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,48,146.97,110.47,1,4.51,160.5,0.680410968
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,49,144.54,112.33,1,4.51,168,0.691850007
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,50,144.54,112.33,1,4.51,182.5,0.691850007
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,51,133.63,121.5,1,4.51,175.5,0.748334955
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,52,133.63,121.5,1,4.51,176.5,0.748334955
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,53,133.63,121.5,1,4.51,180,0.748334955
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,54,148.33,109.46,1,4.51,182.75,0.674172453
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,55,163.03,99.59,1,4.51,176,0.61338404
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,56,163.03,99.59,1,4.51,173,0.61338404
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,57,163.03,99.59,1,4.51,170.5,0.61338404
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,58,142.42,114,1,4.51,199.25,0.702148575
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,59,142.42,114,1,4.51,189,0.702148575
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,60,142.42,114,1,4.51,206.5,0.702148575
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,61,146.28,110.99,1,4.51,220.75,0.683620454
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,62,146.28,110.99,1,4.51,216.25,0.683620454
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,63,152.57,106.42,1,4.51,234.5,0.655436849
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,64,158.86,102.2,1,4.51,262.5,0.629485081
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,65,158.86,102.2,1,4.51,264,0.629485081
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,66,199.7,81.3,1,4.51,274.25,0.500751127
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,67,199.7,81.3,1,4.51,282,0.500751127
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,68,134.48,120.73,1,4.51,288.5,0.743604997
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,69,134.48,120.73,1,4.51,290.5,0.743604997
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,70,254.01,63.92,1,4.51,286,0.393685288
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,71,254.01,63.92,1,4.51,239.5,0.393685288
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,72,246.04,65.99,1,4.51,236.75,0.406437978
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,73,145.48,111.6,1,4.51,214.5,0.687379709
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,74,129.82,125.07,1,4.51,187.75,0.770297335
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,75,137.35,118.21,1,4.51,174,0.728066982
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,76,144.87,112.07,1,4.51,153.25,0.690274039
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,77,144.87,112.07,1,4.51,149.5,0.690274039
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,78,152.12,106.73,1,4.51,134.5,0.657375756
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,79,159.36,101.88,1,4.51,113.25,0.62751004
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,80,159.36,101.88,1,4.51,91,0.62751004
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,81,159.36,101.88,1,4.51,90.75,0.62751004
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,82,205.39,79.05,1,4.51,88.5,0.486878621
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,83,205.39,79.05,1,4.51,73,0.486878621
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,84,205.39,79.05,1,4.51,60.5,0.486878621
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,85,141.51,114.73,1,4.51,71.5,0.70666384
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,86,141.51,114.73,1,4.51,70.75,0.70666384
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,87,141.51,114.73,1,4.51,68.5,0.70666384
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,88,125.86,129,1,4.51,61.75,0.794533609
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,89,125.86,129,1,4.51,57,0.794533609
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,90,125.86,129,1,4.51,56.25,0.794533609
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,91,125.86,129,1,4.51,48.5,0.794533609
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,92,149.92,108.3,3,4.51,43.5,0.667022412
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,93,141.62,114.64,3,4.51,45,0.706114956
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,94,162.31,100.03,3,4.51,40,0.616104984
AL100,A414 between M1 J7 and A405 (AL100),3/1/13 0:00,95,144.5,112.36,3,4.51,32,0.692041522
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,0,123.72,131.23,3,4.51,31,0.808276754
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,1,151.29,107.32,3,4.51,25.25,0.66098222
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,2,149.68,108.47,3,4.51,28.25,0.668091929
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,3,146.88,110.54,3,4.51,24,0.680827887
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,4,147.95,109.74,3,4.51,25.5,0.675904022
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,5,143.68,113,3,4.51,21.5,0.695991091
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,6,151.65,107.06,3,4.51,21.5,0.659413122
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,7,140.83,115.29,3,4.51,19,0.710075978
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,8,156.58,103.69,3,4.51,15.5,0.638651169
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,9,173.87,93.38,3,4.51,12.5,0.575142348
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,10,135.07,120.2,3,4.51,12.5,0.740356852
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,11,149.04,108.94,3,4.51,13.5,0.670960816
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,12,155.55,104.38,3,4.51,16.25,0.642880103
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,13,150.68,107.75,3,4.51,16.25,0.663658083
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,14,160.35,101.25,3,4.51,17.5,0.623635797
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,15,140.21,115.8,3,4.51,13,0.71321589
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,16,153.17,106,3,4.51,18,0.652869361
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,17,167.24,97.08,3,4.51,19.5,0.597943076
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,18,156.25,103.91,3,4.51,24.75,0.64
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,19,160.36,101.25,3,4.51,24,0.623596907
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,20,150.68,107.75,1,4.51,23.5,0.663658083
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,21,150.68,107.75,1,4.51,36,0.663658083
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,22,150.68,107.75,1,4.51,55.5,0.663658083
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,23,150.68,107.75,1,4.51,47.5,0.663658083
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,24,150.68,107.75,1,4.51,59.5,0.663658083
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,25,156.75,103.58,3,4.51,53.5,0.637958533
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,26,145.94,111.25,3,4.51,63.75,0.685213101
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,27,156.07,104.03,3,4.51,57.5,0.64073813
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,28,151.84,106.93,1,4.51,67.5,0.658587987
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,29,151.84,106.93,1,4.51,75,0.658587987
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,30,151.84,106.93,1,4.51,95,0.658587987
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,31,158.41,102.49,1,4.51,93.5,0.631273278
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,32,164.98,98.41,1,4.51,100,0.606134077
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,33,164,99,1,4.51,119.25,0.609756098
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,34,163.01,99.6,1,4.51,131.5,0.613459297
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,35,158.69,102.31,1,4.51,127,0.63015943
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,36,158.29,102.57,1,4.51,111.5,0.631751848
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,37,157.89,102.83,1,4.51,122.5,0.633352334
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,38,157.89,102.83,1,4.51,140.5,0.633352334
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,39,187.87,86.42,1,4.51,158.5,0.532282962
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,40,187.87,86.42,1,4.51,146,0.532282962
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,41,143.68,113,1,4.51,155,0.695991091
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,42,143.68,113,1,4.51,162.75,0.695991091
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,43,126.47,128.38,1,4.51,161,0.790701352
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,44,126.47,128.38,1,4.51,171,0.790701352
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,45,126.47,128.38,1,4.51,174.75,0.790701352
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,46,125.28,129.6,1,4.51,180.5,0.798212005
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,47,124.08,130.85,1,4.51,183.25,0.805931657
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,48,124.08,130.85,1,4.51,185.75,0.805931657
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,49,169.57,95.75,1,4.51,179,0.589726956
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,50,169.57,95.75,1,4.51,191,0.589726956
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,51,169.57,95.75,1,4.51,188.25,0.589726956
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,52,148.29,109.49,3,4.51,183.5,0.674354306
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,53,143.93,112.8,3,4.51,196,0.694782186
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,54,147.17,110.32,3,4.51,181,0.679486308
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,55,139.66,116.25,3,4.51,183,0.716024631
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,56,143.26,113.33,1,4.51,162.25,0.698031551
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,57,143.26,113.33,1,4.51,179.5,0.698031551
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,58,143.26,113.33,1,4.51,159,0.698031551
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,59,137.01,118.5,1,4.51,171.25,0.729873732
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,60,137.01,118.5,1,4.51,156.5,0.729873732
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,61,137.01,118.5,1,4.51,164.25,0.729873732
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,62,183.98,88.25,1,4.51,163.5,0.543537341
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,63,183.98,88.25,1,4.51,154.5,0.543537341
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,64,183.98,88.25,1,4.51,155,0.543537341
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,65,124.38,130.54,1,4.51,164.75,0.803987779
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,66,124.38,130.54,1,4.51,167.75,0.803987779
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,67,145.22,111.8,1,4.51,150.75,0.688610384
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,68,145.22,111.8,1,4.51,143.5,0.688610384
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,69,145.22,111.8,1,4.51,151.5,0.688610384
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,70,129.12,125.74,1,4.51,148,0.774473358
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,71,113.01,143.67,1,4.51,131,0.884877444
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,72,113.01,143.67,1,4.51,138,0.884877444
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,73,113.01,143.67,1,4.51,127,0.884877444
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,74,140.91,115.22,1,4.51,122.5,0.709672841
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,75,168.81,96.18,1,4.51,114.75,0.592381968
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,76,168.81,96.18,1,4.51,109.5,0.592381968
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,77,140.46,115.59,1,4.51,106.5,0.711946462
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,78,140.46,115.59,1,4.51,103.25,0.711946462
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,79,140.46,115.59,1,4.51,90,0.711946462
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,80,149.68,108.47,3,4.51,72,0.668091929
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,81,140.47,115.58,3,4.51,63.5,0.711895778
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,82,153.83,105.55,3,4.51,56.5,0.650068257
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,83,149.2,108.82,3,4.51,60.5,0.670241287
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,84,160.21,101.34,3,4.51,57.25,0.624180763
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,85,146.13,111.11,3,4.51,55,0.684322179
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,86,149.2,108.82,3,4.51,56,0.670241287
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,87,149.5,108.6,1,4.51,51.5,0.668896321
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,88,149.5,108.6,1,4.51,45.25,0.668896321
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,89,149.5,108.6,1,4.51,45,0.668896321
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,90,148.51,109.33,1,4.51,42.75,0.67335533
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,91,147.51,110.07,1,4.51,45.5,0.677920141
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,92,147.51,110.07,1,4.51,47,0.677920141
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,93,147.16,110.33,1,4.51,45.5,0.679532482
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,94,147.16,110.33,1,4.51,38,0.679532482
AL100,A414 between M1 J7 and A405 (AL100),3/2/13 0:00,95,147.16,110.33,1,4.51,36.75,0.679532482
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,0,172.39,94.18,1,4.51,37.5,0.580080051
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,1,172.39,94.18,1,4.51,31.25,0.580080051
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,2,172.39,94.18,1,4.51,24.5,0.580080051
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,3,164.41,98.75,3,4.51,23.25,0.608235509
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,4,170.65,95.14,3,4.51,22.5,0.585994726
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,5,163.96,99.02,3,4.51,15.25,0.609904855
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,6,169.14,95.99,3,4.51,13.75,0.591226203
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,7,160.81,100.96,3,4.51,14.5,0.621851875
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,8,165.64,98.02,3,4.51,13.75,0.603718908
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,9,139.33,116.53,3,4.51,12,0.71772052
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,10,168.91,96.12,3,4.51,11.5,0.592031259
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,11,147.91,109.77,3,4.51,10,0.67608681
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,12,153.31,105.9,3,4.51,10,0.652273172
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,13,146.45,110.86,3,4.51,9.5,0.682826903
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,14,142.08,114.27,3,4.51,11,0.703828829
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,15,162.36,100,3,4.51,11.5,0.61591525
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,16,156.87,103.5,3,4.51,9,0.637470517
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,17,165.75,97.95,3,4.51,10.5,0.60331825
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,18,122.36,132.69,1,4.51,11,0.817260543
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,19,122.36,132.69,1,4.51,11.5,0.817260543
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,20,122.36,132.69,1,4.51,12.75,0.817260543
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,21,122.36,132.69,1,4.51,19.75,0.817260543
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,22,122.36,132.69,1,4.51,31,0.817260543
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,23,144.23,112.57,3,4.51,24,0.693337031
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,24,155.92,104.13,3,4.51,25,0.641354541
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,25,142.06,114.29,3,4.51,24.25,0.703927918
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,26,151.82,106.94,3,4.51,41,0.658674746
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,27,149.09,108.9,3,4.51,36.5,0.670735797
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,28,148.57,109.28,3,4.51,29.5,0.673083395
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,29,157.16,103.31,3,4.51,39,0.636294222
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,30,137.01,118.5,3,4.51,45.75,0.729873732
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,31,151.38,107.25,3,4.51,45.5,0.660589246
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,32,149.6,108.53,3,4.51,46,0.668449198
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,33,148.64,109.23,3,4.51,47.25,0.672766416
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,34,170.48,95.24,3,4.51,59.5,0.586579071
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,35,131.01,123.93,1,4.51,70.25,0.763300511
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,36,131.01,123.93,1,4.51,76.25,0.763300511
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,37,131.01,123.93,1,4.51,111.5,0.763300511
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,38,131.01,123.93,1,4.51,100,0.763300511
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,39,131.01,123.93,1,4.51,112.5,0.763300511
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,40,122.15,132.92,1,4.51,99.75,0.818665575
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,41,122.15,132.92,1,4.51,120.5,0.818665575
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,42,122.15,132.92,1,4.51,137.5,0.818665575
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,43,122.15,132.92,1,4.51,124.25,0.818665575
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,44,129.83,125.06,1,4.51,139,0.770238004
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,45,137.51,118.07,1,4.51,148.5,0.727219839
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,46,137.51,118.07,1,4.51,155.25,0.727219839
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,47,166.68,97.41,1,4.51,162.75,0.599952004
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,48,145.79,111.37,1,4.51,161,0.685918101
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,49,124.89,130,1,4.51,173.5,0.80070462
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,50,148.36,109.44,1,4.51,162.5,0.674036128
AL100,A414 between M1 J7 and A405 (AL100),3/3/13 0:00,51,157.92,102.81,1,4.51,169.5,0.633232016
